idciudad,ciudad,estadoid
1,AGUASCALIENTES,1
2,ASIENTOS,1
3,CALVILLO,1
4,COSÍO,1
5,JESÚS MARÍA,1
6,PABELLÓN DE ARTEAGA,1
7,RINCÓN DE ROMOS,1
8,SAN JOSÉ DE GRACIA,1
9,TEPEZALÁ,1
10,EL LLANO,1
11,SAN FRANCISCO DE LOS ROMO,1
12,ENSENADA,2
13,MEXICALI,2
14,TECATE,2
15,TIJUANA,2
16,PLAYAS DE ROSARITO,2
17,COMONDÚ,3
18,MULEGÉ,3
19,LA PAZ,3
20,LOS CABOS,3
21,LORETO,3
22,CALKINÍ,6
23,CAMPECHE,6
24,CARMEN,6
25,CHAMPOTÓN,6
26,HECELCHAKÁN,6
27,HOPELCHÉN,6
28,PALIZADA,6
29,TENABO,6
30,ESCÁRCEGA,6
31,CALAKMUL,6
32,CANDELARIA,6
33,ACACOYAGUA,5
34,ACALA,5
35,ACAPETAHUA,5
36,ALTAMIRANO,5
37,AMATÁN,5
38,AMATENANGO DE LA FRONTERA,5
39,AMATENANGO DEL VALLE,5
40,ANGEL ALBINO CORZO,5
41,ARRIAGA,5
42,BEJUCAL DE OCAMPO,5
43,BELLA VISTA,5
44,BERRIOZÁBAL,5
45,BOCHIL,5
46,EL BOSQUE,5
47,CACAHOATÁN,5
48,CATAZAJÁ,5
49,CINTALAPA,5
50,COAPILLA,5
51,COMITÁN DE DOMÍNGUEZ,5
52,LA CONCORDIA,5
53,COPAINALÁ,5
54,CHALCHIHUITÁN,5
55,CHAMULA,5
56,CHANAL,5
57,CHAPULTENANGO,5
58,CHENALHÓ,5
59,CHIAPA DE CORZO,5
60,CHIAPILLA,5
61,CHICOASÉN,5
62,CHICOMUSELO,5
63,CHILÓN,5
64,ESCUINTLA,5
65,FRANCISCO LEÓN,5
66,FRONTERA COMALAPA,5
67,FRONTERA HIDALGO,5
68,LA GRANDEZA,5
69,HUEHUETÁN,5
70,HUIXTÁN,5
71,HUITIUPÁN,5
72,HUIXTLA,5
73,LA INDEPENDENCIA,5
74,IXHUATÁN,5
75,IXTACOMITÁN,5
76,IXTAPA,5
77,IXTAPANGAJOYA,5
78,JIQUIPILAS,5
79,JITOTOL,5
80,JUÁREZ,5
81,LARRÁINZAR,5
82,LA LIBERTAD,5
83,MAPASTEPEC,5
84,LAS MARGARITAS,5
85,MAZAPA DE MADERO,5
86,MAZATÁN,5
87,METAPA,5
88,MITONTIC,5
89,MOTOZINTLA,5
90,NICOLÁS RUÍZ,5
91,OCOSINGO,5
92,OCOTEPEC,5
93,OCOZOCOAUTLA DE ESPINOSA,5
94,OSTUACÁN,5
95,OSUMACINTA,5
96,OXCHUC,5
97,PALENQUE,5
98,PANTELHÓ,5
99,PANTEPEC,5
100,PICHUCALCO,5
101,PIJIJIAPAN,5
102,EL PORVENIR,5
103,VILLA COMALTITLÁN,5
104,PUEBLO NUEVO SOLISTAHUACÁN,5
105,RAYÓN,5
106,REFORMA,5
107,LAS ROSAS,5
108,SABANILLA,5
109,SALTO DE AGUA,5
110,SAN CRISTÓBAL DE LAS CASAS,5
111,SAN FERNANDO,5
112,SILTEPEC,5
113,SIMOJOVEL,5
114,SITALÁ,5
115,SOCOLTENANGO,5
116,SOLOSUCHIAPA,5
117,SOYALÓ,5
118,SUCHIAPA,5
119,SUCHIATE,5
120,SUNUAPA,5
121,TAPACHULA,5
122,TAPALAPA,5
123,TAPILULA,5
124,TECPATÁN,5
125,TENEJAPA,5
126,TEOPISCA,5
127,TILA,5
128,TONALÁ,5
129,TOTOLAPA,5
130,LA TRINITARIA,5
131,TUMBALÁ,5
132,TUXTLA GUTIÉRREZ,5
133,TUXTLA CHICO,5
134,TUZANTÁN,5
135,TZIMOL,5
136,UNIÓN JUÁREZ,5
137,VENUSTIANO CARRANZA,5
138,VILLA CORZO,5
139,VILLAFLORES,5
140,YAJALÓN,5
141,SAN LUCAS,5
142,ZINACANTÁN,5
143,SAN JUAN CANCUC,5
144,ALDAMA,5
145,BENEMÉRITO DE LAS AMÉRICAS,5
146,MARAVILLA TENEJAPA,5
147,MARQUÉS DE COMILLAS,5
148,MONTECRISTO DE GUERRERO,5
149,SAN ANDRÉS DURAZNAL,5
150,SANTIAGO EL PINAR,5
151,AHUMADA,4
152,ALDAMA,4
153,ALLENDE,4
154,AQUILES SERDÁN,4
155,ASCENSIÓN,4
156,BACHÍNIVA,4
157,BALLEZA,4
158,BATOPILAS,4
159,BOCOYNA,4
160,BUENAVENTURA,4
161,CAMARGO,4
162,CARICHÍ,4
163,CASAS GRANDES,4
164,CORONADO,4
165,COYAME DEL SOTOL,4
166,LA CRUZ,4
167,CUAUHTÉMOC,4
168,CUSIHUIRIACHI,4
169,CHIHUAHUA,4
170,CHÍNIPAS,4
171,DELICIAS,4
172,DR. BELISARIO DOMÍNGUEZ,4
173,GALEANA,4
174,SANTA ISABEL,4
175,GÓMEZ FARÍAS,4
176,GRAN MORELOS,4
177,GUACHOCHI,4
178,GUADALUPE,4
179,GUADALUPE Y CALVO,4
180,GUAZAPARES,4
181,GUERRERO,4
182,HIDALGO DEL PARRAL,4
183,HUEJOTITÁN,4
184,IGNACIO ZARAGOZA,4
185,JANOS,4
186,JIMÉNEZ,4
187,JUÁREZ,4
188,JULIMES,4
189,LÓPEZ,4
190,MADERA,4
191,MAGUARICHI,4
192,MANUEL BENAVIDES,4
193,MATACHÍ,4
194,MATAMOROS,4
195,MEOQUI,4
196,MORELOS,4
197,MORIS,4
198,NAMIQUIPA,4
199,NONOAVA,4
200,NUEVO CASAS GRANDES,4
201,OCAMPO,4
202,OJINAGA,4
203,PRAXEDIS G. GUERRERO,4
204,RIVA PALACIO,4
205,ROSALES,4
206,ROSARIO,4
207,SAN FRANCISCO DE BORJA,4
208,SAN FRANCISCO DE CONCHOS,4
209,SAN FRANCISCO DEL ORO,4
210,SANTA BÁRBARA,4
211,SATEVÓ,4
212,SAUCILLO,4
213,TEMÓSACHIC,4
214,EL TULE,4
215,URIQUE,4
216,URUACHI,4
217,VALLE DE ZARAGOZA,4
218,AZCAPOTZALCO,7
219,COYOACÁN,7
220,CUAJIMALPA DE MORELOS,7
221,GUSTAVO A. MADERO,7
222,IZTACALCO,7
223,IZTAPALAPA,7
224,LA MAGDALENA CONTRERAS,7
225,MILPA ALTA,7
226,ÁLVARO OBREGÓN,7
227,TLÁHUAC,7
228,TLALPAN,7
229,XOCHIMILCO,7
230,BENITO JUÁREZ,7
231,CUAUHTÉMOC,7
232,MIGUEL HIDALGO,7
233,VENUSTIANO CARRANZA,7
234,ABASOLO,8
235,ACUÑA,8
236,ALLENDE,8
237,ARTEAGA,8
238,CANDELA,8
239,CASTAÑOS,8
240,CUATRO CIÉNEGAS,8
241,ESCOBEDO,8
242,FRANCISCO I. MADERO,8
243,FRONTERA,8
244,GENERAL CEPEDA,8
245,GUERRERO,8
246,HIDALGO,8
247,JIMÉNEZ,8
248,JUÁREZ,8
249,LAMADRID,8
250,MATAMOROS,8
251,MONCLOVA,8
252,MORELOS,8
253,MÚZQUIZ,8
254,NADADORES,8
255,NAVA,8
256,OCAMPO,8
257,PARRAS,8
258,PIEDRAS NEGRAS,8
259,PROGRESO,8
260,RAMOS ARIZPE,8
261,SABINAS,8
262,SACRAMENTO,8
263,SALTILLO,8
264,SAN BUENAVENTURA,8
265,SAN JUAN DE SABINAS,8
266,SAN PEDRO,8
267,SIERRA MOJADA,8
268,TORREÓN,8
269,VIESCA,8
270,VILLA UNIÓN,8
271,ZARAGOZA,8
272,ARMERÍA,9
273,COLIMA,9
274,COMALA,9
275,COQUIMATLÁN,9
276,CUAUHTÉMOC,9
277,IXTLAHUACÁN,9
278,MANZANILLO,9
279,MINATITLÁN,9
280,TECOMÁN,9
281,VILLA DE ÁLVAREZ,9
282,DURANGO,10
283,CANATLÁN,10
284,CANELAS,10
285,CONETO DE COMONFORT,10
286,CUENCAMÉ,10
287,GENERAL SIMÓN BOLÍVAR,10
288,GÓMEZ PALACIO,10
289,GUADALUPE VICTORIA,10
290,GUANACEVÍ,10
291,HIDALGO,10
292,INDÉ,10
293,LERDO,10
294,MAPIMÍ,10
295,MEZQUITAL,10
296,NAZAS,10
297,NOMBRE DE DIOS,10
298,OCAMPO,10
299,EL ORO,10
300,OTÁEZ,10
301,PÁNUCO DE CORONADO,10
302,PEÑÓN BLANCO,10
303,POANAS,10
304,PUEBLO NUEVO,10
305,RODEO,10
306,SAN BERNARDO,10
307,SAN DIMAS,10
308,SAN JUAN DE GUADALUPE,10
309,SAN JUAN DEL RÍO,10
310,SAN LUIS DEL CORDERO,10
311,SAN PEDRO DEL GALLO,10
312,SANTA CLARA,10
313,SANTIAGO PAPASQUIARO,10
314,SÚCHIL,10
315,TAMAZULA,10
316,TEPEHUANES,10
317,TLAHUALILO,10
318,TOPIA,10
319,VICENTE GUERRERO,10
320,NUEVO IDEAL,10
321,ABASOLO,12
322,ACÁMBARO,12
323,SAN MIGUEL DE ALLENDE,12
324,APASEO EL ALTO,12
325,APASEO EL GRANDE,12
326,ATARJEA,12
327,CELAYA,12
328,MANUEL DOBLADO,12
329,COMONFORT,12
330,CORONEO,12
331,CORTAZAR,12
332,CUERÁMARO,12
333,DOCTOR MORA,12
334,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,12
335,GUANAJUATO,12
336,HUANÍMARO,12
337,IRAPUATO,12
338,JARAL DEL PROGRESO,12
339,JERÉCUARO,12
340,LEÓN,12
341,MOROLEÓN,12
342,OCAMPO,12
343,PÉNJAMO,12
344,PUEBLO NUEVO,12
345,PURÍSIMA DEL RINCÓN,12
346,ROMITA,12
347,SALAMANCA,12
348,SALVATIERRA,12
349,SAN DIEGO DE LA UNIÓN,12
350,SAN FELIPE,12
351,SAN FRANCISCO DEL RINCÓN,12
352,SAN JOSÉ ITURBIDE,12
353,SAN LUIS DE LA PAZ,12
354,SANTA CATARINA,12
355,SANTA CRUZ DE JUVENTINO ROSAS,12
356,SANTIAGO MARAVATÍO,12
357,SILAO DE LA VICTORIA,12
358,TARANDACUAO,12
359,TARIMORO,12
360,TIERRA BLANCA,12
361,URIANGATO,12
362,VALLE DE SANTIAGO,12
363,VICTORIA,12
364,VILLAGRÁN,12
365,XICHÚ,12
366,YURIRIA,12
367,ACAPULCO DE JUÁREZ,11
368,AHUACUOTZINGO,11
369,AJUCHITLÁN DEL PROGRESO,11
370,ALCOZAUCA DE GUERRERO,11
371,ALPOYECA,11
372,APAXTLA,11
373,ARCELIA,11
374,ATENANGO DEL RÍO,11
375,ATLAMAJALCINGO DEL MONTE,11
376,ATLIXTAC,11
377,ATOYAC DE ÁLVAREZ,11
378,AYUTLA DE LOS LIBRES,11
379,AZOYÚ,11
380,BENITO JUÁREZ,11
381,BUENAVISTA DE CUÉLLAR,11
382,COAHUAYUTLA DE JOSÉ MARÍA IZAZAGA,11
383,COCULA,11
384,COPALA,11
385,COPALILLO,11
386,COPANATOYAC,11
387,COYUCA DE BENÍTEZ,11
388,COYUCA DE CATALÁN,11
389,CUAJINICUILAPA,11
390,CUALÁC,11
391,CUAUTEPEC,11
392,CUETZALA DEL PROGRESO,11
393,CUTZAMALA DE PINZÓN,11
394,CHILAPA DE ÁLVAREZ,11
395,CHILPANCINGO DE LOS BRAVO,11
396,FLORENCIO VILLARREAL,11
397,GENERAL CANUTO A. NERI,11
398,GENERAL HELIODORO CASTILLO,11
399,HUAMUXTITLÁN,11
400,HUITZUCO DE LOS FIGUEROA,11
401,IGUALA DE LA INDEPENDENCIA,11
402,IGUALAPA,11
403,IXCATEOPAN DE CUAUHTÉMOC,11
404,ZIHUATANEJO DE AZUETA,11
405,JUAN R. ESCUDERO,11
406,LEONARDO BRAVO,11
407,MALINALTEPEC,11
408,MÁRTIR DE CUILAPAN,11
409,METLATÓNOC,11
410,MOCHITLÁN,11
411,OLINALÁ,11
412,OMETEPEC,11
413,PEDRO ASCENCIO ALQUISIRAS,11
414,PETATLÁN,11
415,PILCAYA,11
416,PUNGARABATO,11
417,QUECHULTENANGO,11
418,SAN LUIS ACATLÁN,11
419,SAN MARCOS,11
420,SAN MIGUEL TOTOLAPAN,11
421,TAXCO DE ALARCÓN,11
422,TECOANAPA,11
423,TÉCPAN DE GALEANA,11
424,TELOLOAPAN,11
425,TEPECOACUILCO DE TRUJANO,11
426,TETIPAC,11
427,TIXTLA DE GUERRERO,11
428,TLACOACHISTLAHUACA,11
429,TLACOAPA,11
430,TLALCHAPA,11
431,TLALIXTAQUILLA DE MALDONADO,11
432,TLAPA DE COMONFORT,11
433,TLAPEHUALA,11
434,LA UNIÓN DE ISIDORO MONTES DE OCA,11
435,XALPATLÁHUAC,11
436,XOCHIHUEHUETLÁN,11
437,XOCHISTLAHUACA,11
438,ZAPOTITLÁN TABLAS,11
439,ZIRÁNDARO,11
440,ZITLALA,11
441,EDUARDO NERI,11
442,ACATEPEC,11
443,MARQUELIA,11
444,COCHOAPA EL GRANDE,11
445,JOSÉ JOAQUÍN DE HERRERA,11
446,JUCHITÁN,11
447,ILIATENCO,11
448,ACATLÁN,13
449,ACAXOCHITLÁN,13
450,ACTOPAN,13
451,AGUA BLANCA DE ITURBIDE,13
452,AJACUBA,13
453,ALFAJAYUCAN,13
454,ALMOLOYA,13
455,APAN,13
456,EL ARENAL,13
457,ATITALAQUIA,13
458,ATLAPEXCO,13
459,ATOTONILCO EL GRANDE,13
460,ATOTONILCO DE TULA,13
461,CALNALI,13
462,CARDONAL,13
463,CUAUTEPEC DE HINOJOSA,13
464,CHAPANTONGO,13
465,CHAPULHUACÁN,13
466,CHILCUAUTLA,13
467,ELOXOCHITLÁN,13
468,EMILIANO ZAPATA,13
469,EPAZOYUCAN,13
470,FRANCISCO I. MADERO,13
471,HUASCA DE OCAMPO,13
472,HUAUTLA,13
473,HUAZALINGO,13
474,HUEHUETLA,13
475,HUEJUTLA DE REYES,13
476,HUICHAPAN,13
477,IXMIQUILPAN,13
478,JACALA DE LEDEZMA,13
479,JALTOCÁN,13
480,JUÁREZ HIDALGO,13
481,LOLOTLA,13
482,METEPEC,13
483,SAN AGUSTÍN METZQUITITLÁN,13
484,METZTITLÁN,13
485,MINERAL DEL CHICO,13
486,MINERAL DEL MONTE,13
487,LA MISIÓN,13
488,MIXQUIAHUALA DE JUÁREZ,13
489,MOLANGO DE ESCAMILLA,13
490,NICOLÁS FLORES,13
491,NOPALA DE VILLAGRÁN,13
492,OMITLÁN DE JUÁREZ,13
493,SAN FELIPE ORIZATLÁN,13
494,PACULA,13
495,PACHUCA DE SOTO,13
496,PISAFLORES,13
497,PROGRESO DE OBREGÓN,13
498,MINERAL DE LA REFORMA,13
499,SAN AGUSTÍN TLAXIACA,13
500,SAN BARTOLO TUTOTEPEC,13
501,SAN SALVADOR,13
502,SANTIAGO DE ANAYA,13
503,SANTIAGO TULANTEPEC DE LUGO GUERRERO,13
504,SINGUILUCAN,13
505,TASQUILLO,13
506,TECOZAUTLA,13
507,TENANGO DE DORIA,13
508,TEPEAPULCO,13
509,TEPEHUACÁN DE GUERRERO,13
510,TEPEJI DEL RÍO DE OCAMPO,13
511,TEPETITLÁN,13
512,TETEPANGO,13
513,VILLA DE TEZONTEPEC,13
514,TEZONTEPEC DE ALDAMA,13
515,TIANGUISTENGO,13
516,TIZAYUCA,13
517,TLAHUELILPAN,13
518,TLAHUILTEPA,13
519,TLANALAPA,13
520,TLANCHINOL,13
521,TLAXCOAPAN,13
522,TOLCAYUCA,13
523,TULA DE ALLENDE,13
524,TULANCINGO DE BRAVO,13
525,XOCHIATIPAN,13
526,XOCHICOATLÁN,13
527,YAHUALICA,13
528,ZACUALTIPÁN DE ÁNGELES,13
529,ZAPOTLÁN DE JUÁREZ,13
530,ZEMPOALA,13
531,ZIMAPÁN,13
532,ACATIC,14
533,ACATLÁN DE JUÁREZ,14
534,AHUALULCO DE MERCADO,14
535,AMACUECA,14
536,AMATITÁN,14
537,AMECA,14
538,SAN JUANITO DE ESCOBEDO,14
539,ARANDAS,14
540,EL ARENAL,14
541,ATEMAJAC DE BRIZUELA,14
542,ATENGO,14
543,ATENGUILLO,14
544,ATOTONILCO EL ALTO,14
545,ATOYAC,14
546,AUTLÁN DE NAVARRO,14
547,AYOTLÁN,14
548,AYUTLA,14
549,LA BARCA,14
550,BOLAÑOS,14
551,CABO CORRIENTES,14
552,CASIMIRO CASTILLO,14
553,CIHUATLÁN,14
554,ZAPOTLÁN EL GRANDE,14
555,COCULA,14
556,COLOTLÁN,14
557,CONCEPCIÓN DE BUENOS AIRES,14
558,CUAUTITLÁN DE GARCÍA BARRAGÁN,14
559,CUAUTLA,14
560,CUQUÍO,14
561,CHAPALA,14
562,CHIMALTITÁN,14
563,CHIQUILISTLÁN,14
564,DEGOLLADO,14
565,EJUTLA,14
566,ENCARNACIÓN DE DÍAZ,14
567,ETZATLÁN,14
568,EL GRULLO,14
569,GUACHINANGO,14
570,GUADALAJARA,14
571,HOSTOTIPAQUILLO,14
572,HUEJÚCAR,14
573,HUEJUQUILLA EL ALTO,14
574,LA HUERTA,14
575,IXTLAHUACÁN DE LOS MEMBRILLOS,14
576,IXTLAHUACÁN DEL RÍO,14
577,JALOSTOTITLÁN,14
578,JAMAY,14
579,JESÚS MARÍA,14
580,JILOTLÁN DE LOS DOLORES,14
581,JOCOTEPEC,14
582,JUANACATLÁN,14
583,JUCHITLÁN,14
584,LAGOS DE MORENO,14
585,EL LIMÓN,14
586,MAGDALENA,14
587,SANTA MARÍA DEL ORO,14
588,LA MANZANILLA DE LA PAZ,14
589,MASCOTA,14
590,MAZAMITLA,14
591,MEXTICACÁN,14
592,MEZQUITIC,14
593,MIXTLÁN,14
594,OCOTLÁN,14
595,OJUELOS DE JALISCO,14
596,PIHUAMO,14
597,PONCITLÁN,14
598,PUERTO VALLARTA,14
599,VILLA PURIFICACIÓN,14
600,QUITUPAN,14
601,EL SALTO,14
602,SAN CRISTÓBAL DE LA BARRANCA,14
603,SAN DIEGO DE ALEJANDRÍA,14
604,SAN JUAN DE LOS LAGOS,14
605,SAN JULIÁN,14
606,SAN MARCOS,14
607,SAN MARTÍN DE BOLAÑOS,14
608,SAN MARTÍN HIDALGO,14
609,SAN MIGUEL EL ALTO,14
610,GÓMEZ FARÍAS,14
611,SAN SEBASTIÁN DEL OESTE,14
612,SANTA MARÍA DE LOS ÁNGELES,14
613,SAYULA,14
614,TALA,14
615,TALPA DE ALLENDE,14
616,TAMAZULA DE GORDIANO,14
617,TAPALPA,14
618,TECALITLÁN,14
619,TECOLOTLÁN,14
620,TECHALUTA DE MONTENEGRO,14
621,TENAMAXTLÁN,14
622,TEOCALTICHE,14
623,TEOCUITATLÁN DE CORONA,14
624,TEPATITLÁN DE MORELOS,14
625,TEQUILA,14
626,TEUCHITLÁN,14
627,TIZAPÁN EL ALTO,14
628,TLAJOMULCO DE ZÚÑIGA,14
629,SAN PEDRO TLAQUEPAQUE,14
630,TOLIMÁN,14
631,TOMATLÁN,14
632,TONALÁ,14
633,TONAYA,14
634,TONILA,14
635,TOTATICHE,14
636,TOTOTLÁN,14
637,TUXCACUESCO,14
638,TUXCUECA,14
639,TUXPAN,14
640,UNIÓN DE SAN ANTONIO,14
641,UNIÓN DE TULA,14
642,VALLE DE GUADALUPE,14
643,VALLE DE JUÁREZ,14
644,SAN GABRIEL,14
645,VILLA CORONA,14
646,VILLA GUERRERO,14
647,VILLA HIDALGO,14
648,CAÑADAS DE OBREGÓN,14
649,YAHUALICA DE GONZÁLEZ GALLO,14
650,ZACOALCO DE TORRES,14
651,ZAPOPAN,14
652,ZAPOTILTIC,14
653,ZAPOTITLÁN DE VADILLO,14
654,ZAPOTLÁN DEL REY,14
655,ZAPOTLANEJO,14
656,SAN IGNACIO CERRO GORDO,14
657,ACAMBAY DE RUÍZ CASTAÑEDA,16
658,ACOLMAN,16
659,ACULCO,16
660,ALMOLOYA DE ALQUISIRAS,16
661,ALMOLOYA DE JUÁREZ,16
662,ALMOLOYA DEL RÍO,16
663,AMANALCO,16
664,AMATEPEC,16
665,AMECAMECA,16
666,APAXCO,16
667,ATENCO,16
668,ATIZAPÁN,16
669,ATIZAPÁN DE ZARAGOZA,16
670,ATLACOMULCO,16
671,ATLAUTLA,16
672,AXAPUSCO,16
673,AYAPANGO,16
674,CALIMAYA,16
675,CAPULHUAC,16
676,COACALCO DE BERRIOZÁBAL,16
677,COATEPEC HARINAS,16
678,COCOTITLÁN,16
679,COYOTEPEC,16
680,CUAUTITLÁN,16
681,CHALCO,16
682,CHAPA DE MOTA,16
683,CHAPULTEPEC,16
684,CHIAUTLA,16
685,CHICOLOAPAN,16
686,CHICONCUAC,16
687,CHIMALHUACÁN,16
688,DONATO GUERRA,16
689,ECATEPEC DE MORELOS,16
690,ECATZINGO,16
691,HUEHUETOCA,16
692,HUEYPOXTLA,16
693,HUIXQUILUCAN,16
694,ISIDRO FABELA,16
695,IXTAPALUCA,16
696,IXTAPAN DE LA SAL,16
697,IXTAPAN DEL ORO,16
698,IXTLAHUACA,16
699,XALATLACO,16
700,JALTENCO,16
701,JILOTEPEC,16
702,JILOTZINGO,16
703,JIQUIPILCO,16
704,JOCOTITLÁN,16
705,JOQUICINGO,16
706,JUCHITEPEC,16
707,LERMA,16
708,MALINALCO,16
709,MELCHOR OCAMPO,16
710,METEPEC,16
711,MEXICALTZINGO,16
712,MORELOS,16
713,NAUCALPAN DE JUÁREZ,16
714,NEZAHUALCÓYOTL,16
715,NEXTLALPAN,16
716,NICOLÁS ROMERO,16
717,NOPALTEPEC,16
718,OCOYOACAC,16
719,OCUILAN,16
720,EL ORO,16
721,OTUMBA,16
722,OTZOLOAPAN,16
723,OTZOLOTEPEC,16
724,OZUMBA,16
725,PAPALOTLA,16
726,LA PAZ,16
727,POLOTITLÁN,16
728,RAYÓN,16
729,SAN ANTONIO LA ISLA,16
730,SAN FELIPE DEL PROGRESO,16
731,SAN MARTÍN DE LAS PIRÁMIDES,16
732,SAN MATEO ATENCO,16
733,SAN SIMÓN DE GUERRERO,16
734,SANTO TOMÁS,16
735,SOYANIQUILPAN DE JUÁREZ,16
736,SULTEPEC,16
737,TECÁMAC,16
738,TEJUPILCO,16
739,TEMAMATLA,16
740,TEMASCALAPA,16
741,TEMASCALCINGO,16
742,TEMASCALTEPEC,16
743,TEMOAYA,16
744,TENANCINGO,16
745,TENANGO DEL AIRE,16
746,TENANGO DEL VALLE,16
747,TEOLOYUCAN,16
748,TEOTIHUACÁN,16
749,TEPETLAOXTOC,16
750,TEPETLIXPA,16
751,TEPOTZOTLÁN,16
752,TEQUIXQUIAC,16
753,TEXCALTITLÁN,16
754,TEXCALYACAC,16
755,TEXCOCO,16
756,TEZOYUCA,16
757,TIANGUISTENCO,16
758,TIMILPAN,16
759,TLALMANALCO,16
760,TLALNEPANTLA DE BAZ,16
761,TLATLAYA,16
762,TOLUCA,16
763,TONATICO,16
764,TULTEPEC,16
765,TULTITLÁN,16
766,VALLE DE BRAVO,16
767,VILLA DE ALLENDE,16
768,VILLA DEL CARBÓN,16
769,VILLA GUERRERO,16
770,VILLA VICTORIA,16
771,XONACATLÁN,16
772,ZACAZONAPAN,16
773,ZACUALPAN,16
774,ZINACANTEPEC,16
775,ZUMPAHUACÁN,16
776,ZUMPANGO,16
777,CUAUTITLÁN IZCALLI,16
778,VALLE DE CHALCO SOLIDARIDAD,16
779,LUVIANOS,16
780,SAN JOSÉ DEL RINCÓN,16
781,TONANITLA,16
782,ACUITZIO,15
783,AGUILILLA,15
784,ÁLVARO OBREGÓN,15
785,ANGAMACUTIRO,15
786,ANGANGUEO,15
787,APATZINGÁN,15
788,APORO,15
789,AQUILA,15
790,ARIO,15
791,ARTEAGA,15
792,BRISEÑAS,15
793,BUENAVISTA,15
794,CARÁCUARO,15
795,COAHUAYANA,15
796,COALCOMÁN DE VÁZQUEZ PALLARES,15
797,COENEO,15
798,CONTEPEC,15
799,COPÁNDARO,15
800,COTIJA,15
801,CUITZEO,15
802,CHARAPAN,15
803,CHARO,15
804,CHAVINDA,15
805,CHERÁN,15
806,CHILCHOTA,15
807,CHINICUILA,15
808,CHUCÁNDIRO,15
809,CHURINTZIO,15
810,CHURUMUCO,15
811,ECUANDUREO,15
812,EPITACIO HUERTA,15
813,ERONGARÍCUARO,15
814,GABRIEL ZAMORA,15
815,HIDALGO,15
816,LA HUACANA,15
817,HUANDACAREO,15
818,HUANIQUEO,15
819,HUETAMO,15
820,HUIRAMBA,15
821,INDAPARAPEO,15
822,IRIMBO,15
823,IXTLÁN,15
824,JACONA,15
825,JIMÉNEZ,15
826,JIQUILPAN,15
827,JUÁREZ,15
828,JUNGAPEO,15
829,LAGUNILLAS,15
830,MADERO,15
831,MARAVATÍO,15
832,MARCOS CASTELLANOS,15
833,LÁZARO CÁRDENAS,15
834,MORELIA,15
835,MORELOS,15
836,MÚGICA,15
837,NAHUATZEN,15
838,NOCUPÉTARO,15
839,NUEVO PARANGARICUTIRO,15
840,NUEVO URECHO,15
841,NUMARÁN,15
842,OCAMPO,15
843,PAJACUARÁN,15
844,PANINDÍCUARO,15
845,PARÁCUARO,15
846,PARACHO,15
847,PÁTZCUARO,15
848,PENJAMILLO,15
849,PERIBÁN,15
850,LA PIEDAD,15
851,PURÉPERO,15
852,PURUÁNDIRO,15
853,QUERÉNDARO,15
854,QUIROGA,15
855,COJUMATLÁN DE RÉGULES,15
856,LOS REYES,15
857,SAHUAYO,15
858,SAN LUCAS,15
859,SANTA ANA MAYA,15
860,SALVADOR ESCALANTE,15
861,SENGUIO,15
862,SUSUPUATO,15
863,TACÁMBARO,15
864,TANCÍTARO,15
865,TANGAMANDAPIO,15
866,TANGANCÍCUARO,15
867,TANHUATO,15
868,TARETAN,15
869,TARÍMBARO,15
870,TEPALCATEPEC,15
871,TINGAMBATO,15
872,TINGÜINDÍN,15
873,TIQUICHEO DE NICOLÁS ROMERO,15
874,TLALPUJAHUA,15
875,TLAZAZALCA,15
876,TOCUMBO,15
877,TUMBISCATÍO,15
878,TURICATO,15
879,TUXPAN,15
880,TUZANTLA,15
881,TZINTZUNTZAN,15
882,TZITZIO,15
883,URUAPAN,15
884,VENUSTIANO CARRANZA,15
885,VILLAMAR,15
886,VISTA HERMOSA,15
887,YURÉCUARO,15
888,ZACAPU,15
889,ZAMORA,15
890,ZINÁPARO,15
891,ZINAPÉCUARO,15
892,ZIRACUARETIRO,15
893,ZITÁCUARO,15
894,JOSÉ SIXTO VERDUZCO,15
895,AMACUZAC,17
896,ATLATLAHUCAN,17
897,AXOCHIAPAN,17
898,AYALA,17
899,COATLÁN DEL RÍO,17
900,CUAUTLA,17
901,CUERNAVACA,17
902,EMILIANO ZAPATA,17
903,HUITZILAC,17
904,JANTETELCO,17
905,JIUTEPEC,17
906,JOJUTLA,17
907,JONACATEPEC DE LEANDRO VALLE,17
908,MAZATEPEC,17
909,MIACATLÁN,17
910,OCUITUCO,17
911,PUENTE DE IXTLA,17
912,TEMIXCO,17
913,TEPALCINGO,17
914,TEPOZTLÁN,17
915,TETECALA,17
916,TETELA DEL VOLCÁN,17
917,TLALNEPANTLA,17
918,TLALTIZAPÁN DE ZAPATA,17
919,TLAQUILTENANGO,17
920,TLAYACAPAN,17
921,TOTOLAPAN,17
922,XOCHITEPEC,17
923,YAUTEPEC,17
924,YECAPIXTLA,17
925,ZACATEPEC,17
926,ZACUALPAN DE AMILPAS,17
927,TEMOAC,17
928,ACAPONETA,18
929,AHUACATLÁN,18
930,AMATLÁN DE CAÑAS,18
931,COMPOSTELA,18
932,HUAJICORI,18
933,IXTLÁN DEL RÍO,18
934,JALA,18
935,XALISCO,18
936,DEL NAYAR,18
937,ROSAMORADA,18
938,RUÍZ,18
939,SAN BLAS,18
